id,zip,always,frequently,sometimes,rarely,never,chance,e
18439,"54241,54228",0.37,0.16,0.24,0.08,0.14,0.11,3.19
18440,"54247,54227",0.36,0.13,0.25,0.09,0.17,0.08,3.02
18441,53188,0.41,0.24,0.14,0.15,0.05,0.18,3.55
18442,53089,0.32,0.15,0.26,0.21,0.06,0.08,3.05
18443,53140,0.57,0.17,0.08,0.08,0.1,0.26,3.82
18444,54904,0.49,0.11,0.12,0.21,0.08,0.13,3.35
18445,54721,0.44,0.22,0.18,0.05,0.11,0.19,3.59
18446,54736,0.44,0.25,0.21,0.06,0.04,0.25,3.79
18447,54111,0.36,0.15,0.34,0.12,0.03,0.14,3.36
18448,54414,0.32,0.27,0.17,0.15,0.1,0.11,3.22
18449,54166,0.26,0.16,0.44,0.1,0.03,0.1,3.16
18450,54107,0.29,0.11,0.41,0.14,0.04,0.09,3.08
18451,53143,0.63,0.12,0.09,0.06,0.1,0.29,3.91
18452,54140,0.36,0.36,0.11,0.11,0.06,0.2,3.62
18453,54113,0.37,0.34,0.12,0.11,0.06,0.2,3.63
18454,54169,0.4,0.28,0.16,0.11,0.04,0.21,3.65
18455,54952,0.37,0.31,0.14,0.12,0.06,0.18,3.55
18456,53913,0.52,0.23,0.08,0.12,0.05,0.27,3.86
18457,53191,0.41,0.21,0.13,0.12,0.13,0.13,3.34
18458,53190,0.54,0.18,0.13,0.09,0.06,0.26,3.83
18459,53910,0.24,0.23,0.22,0.17,0.13,0.06,2.87
18460,53548,0.4,0.27,0.11,0.19,0.02,0.19,3.57
18461,53097,0.51,0.31,0.09,0.08,0.01,0.37,4.1
18462,53406,0.56,0.18,0.16,0.06,0.04,0.32,3.97
18463,53185,0.47,0.21,0.11,0.1,0.12,0.18,3.53
18464,53154,0.41,0.37,0.13,0.03,0.06,0.29,3.89
18465,54982,0.22,0.23,0.21,0.2,0.13,0.05,2.76
18466,53037,0.29,0.31,0.3,0.09,0.01,0.17,3.53
18467,53022,0.38,0.35,0.18,0.08,0.01,0.27,3.86
18468,"54964,54980",0.48,0.12,0.12,0.21,0.07,0.15,3.42
18469,54901,0.47,0.11,0.11,0.21,0.1,0.12,3.29
18470,54963,0.56,0.12,0.09,0.18,0.06,0.21,3.66
18471,54902,0.38,0.16,0.2,0.18,0.08,0.11,3.23
18472,54944,0.37,0.17,0.21,0.18,0.06,0.12,3.26
18473,54942,0.28,0.22,0.21,0.2,0.08,0.08,3.04
18474,54913,0.35,0.34,0.1,0.11,0.1,0.16,3.46
18475,53593,0.61,0.24,0.11,0.0,0.04,0.48,4.31
18476,53588,0.52,0.14,0.12,0.18,0.05,0.2,3.62
18477,53578,0.55,0.19,0.13,0.12,0.01,0.31,3.95
18478,53583,0.43,0.11,0.21,0.23,0.02,0.13,3.33
18479,53941,0.39,0.2,0.11,0.16,0.14,0.11,3.19
18480,"53943,53577",0.46,0.14,0.1,0.19,0.12,0.12,3.27
18481,"53142,53104",0.55,0.19,0.11,0.12,0.03,0.29,3.9
18482,"53125,53184",0.45,0.22,0.13,0.07,0.14,0.17,3.49
18483,53128,0.45,0.17,0.18,0.06,0.15,0.15,3.42
18484,53115,0.38,0.19,0.12,0.2,0.12,0.1,3.14
18485,53121,0.33,0.2,0.13,0.22,0.12,0.08,2.99
18486,54650,0.5,0.29,0.07,0.08,0.06,0.3,3.93
18487,54658,0.5,0.27,0.08,0.07,0.08,0.28,3.88
18488,54601,0.51,0.28,0.08,0.07,0.07,0.29,3.91
18489,54636,0.48,0.32,0.07,0.08,0.05,0.3,3.93
18490,54603,0.51,0.28,0.07,0.07,0.07,0.3,3.92
18491,54669,0.5,0.29,0.09,0.07,0.06,0.3,3.92
18492,54610,0.39,0.26,0.17,0.13,0.05,0.18,3.55
18493,54629,0.4,0.35,0.05,0.18,0.02,0.23,3.71
18494,54756,0.39,0.2,0.28,0.07,0.07,0.17,3.49
18495,54755,0.44,0.25,0.21,0.06,0.03,0.26,3.81
18496,54424,0.44,0.23,0.14,0.1,0.09,0.18,3.56
18497,54463,0.5,0.19,0.16,0.07,0.08,0.24,3.74
18498,54484,0.37,0.19,0.16,0.17,0.1,0.11,3.21
18499,54411,0.38,0.21,0.14,0.15,0.13,0.11,3.23
18500,54466,0.31,0.16,0.22,0.18,0.12,0.07,2.95
18501,54409,0.42,0.25,0.14,0.11,0.09,0.17,3.52
18502,54457,0.22,0.18,0.24,0.17,0.18,0.04,2.6
18503,54475,0.27,0.18,0.22,0.17,0.16,0.05,2.77
18504,"54489,54495",0.26,0.16,0.23,0.18,0.16,0.05,2.71
18505,54469,0.23,0.17,0.24,0.18,0.18,0.04,2.64
18506,54410,0.32,0.19,0.19,0.18,0.11,0.08,3.05
18507,54449,0.39,0.19,0.18,0.18,0.06,0.13,3.34
18508,53147,0.44,0.2,0.15,0.08,0.13,0.16,3.45
18509,54616,0.33,0.48,0.05,0.13,0.01,0.26,3.82
18510,"54661,54630",0.44,0.35,0.06,0.12,0.03,0.28,3.88
18511,54612,0.36,0.43,0.04,0.15,0.01,0.25,3.8
18512,54627,0.43,0.38,0.07,0.09,0.03,0.3,3.92
18513,54773,0.32,0.42,0.07,0.17,0.01,0.21,3.67
18514,"54738,54770",0.42,0.28,0.19,0.08,0.03,0.25,3.78
18515,54720,0.42,0.26,0.2,0.08,0.04,0.23,3.72
18516,54701,0.43,0.26,0.2,0.07,0.04,0.24,3.75
18517,54511,0.48,0.22,0.16,0.06,0.07,0.24,3.76
18518,"54566,54125",0.45,0.25,0.14,0.05,0.1,0.22,3.69
18519,54634,0.39,0.21,0.11,0.06,0.23,0.1,3.13
18520,54652,0.48,0.21,0.07,0.04,0.2,0.16,3.46
18521,"54632,55919",0.45,0.29,0.09,0.07,0.1,0.22,3.7
18522,54639,0.44,0.23,0.1,0.04,0.2,0.14,3.39
18523,54665,0.47,0.24,0.09,0.05,0.15,0.19,3.58
18524,54621,0.48,0.27,0.09,0.06,0.1,0.24,3.75
18525,54667,0.47,0.26,0.1,0.05,0.12,0.22,3.68
18526,54937,0.31,0.27,0.15,0.15,0.12,0.1,3.13
18527,53919,0.34,0.19,0.2,0.15,0.13,0.09,3.09
18528,"53079,53049,53057",0.29,0.25,0.15,0.18,0.13,0.08,3.01
18529,54971,0.45,0.15,0.17,0.18,0.06,0.15,3.43
18530,"54974,54979",0.33,0.23,0.18,0.17,0.1,0.1,3.16
18531,54935,0.31,0.27,0.15,0.15,0.13,0.1,3.12
18532,53010,0.3,0.25,0.16,0.15,0.15,0.08,3.04
18533,54204,0.57,0.32,0.07,0.02,0.02,0.49,4.34
18534,54212,0.67,0.22,0.04,0.05,0.03,0.51,4.36
18535,54209,0.66,0.23,0.04,0.04,0.02,0.51,4.37
18536,54213,0.59,0.31,0.08,0.01,0.01,0.53,4.41
18537,54751,0.43,0.26,0.19,0.08,0.05,0.23,3.73
18538,54725,0.36,0.29,0.14,0.08,0.13,0.14,3.38
18539,54739,0.43,0.26,0.21,0.07,0.04,0.24,3.77
18540,54730,0.43,0.26,0.19,0.07,0.05,0.23,3.73
18541,53558,0.66,0.22,0.1,0.02,0.0,0.56,4.45
18542,53575,0.69,0.24,0.06,0.0,0.0,0.64,4.58
18543,53562,0.67,0.18,0.12,0.0,0.03,0.5,4.36
18544,53571,0.57,0.22,0.11,0.09,0.01,0.37,4.09
18545,54724,0.43,0.26,0.18,0.09,0.05,0.22,3.69
18546,53936,0.23,0.22,0.2,0.2,0.16,0.05,2.73
18547,"54613,53934",0.19,0.21,0.27,0.17,0.15,0.04,2.66
18548,53182,0.44,0.09,0.14,0.11,0.21,0.08,3.05
18549,53085,0.39,0.2,0.17,0.12,0.13,0.12,3.28
18550,54234,0.68,0.2,0.06,0.03,0.03,0.51,4.37
18551,54246,0.63,0.19,0.12,0.02,0.05,0.42,4.2
18552,54017,0.24,0.36,0.13,0.07,0.19,0.09,3.07
18553,53073,0.38,0.14,0.24,0.11,0.14,0.1,3.12
18554,54016,0.44,0.35,0.03,0.14,0.04,0.27,3.84
18555,54022,0.44,0.32,0.07,0.12,0.06,0.24,3.75
18556,54020,0.34,0.27,0.24,0.09,0.07,0.15,3.43
18557,54853,0.47,0.23,0.13,0.12,0.04,0.24,3.74
18558,54889,0.37,0.26,0.14,0.15,0.08,0.14,3.39
18559,"54824,54810",0.45,0.24,0.16,0.11,0.05,0.22,3.71
18560,54837,0.46,0.23,0.09,0.16,0.06,0.19,3.59
18561,"54001,54007",0.33,0.26,0.14,0.12,0.14,0.1,3.18
18562,54615,0.41,0.34,0.15,0.07,0.02,0.28,3.88
18563,54635,0.38,0.34,0.12,0.14,0.01,0.22,3.7
18564,54534,0.5,0.26,0.14,0.06,0.04,0.31,3.94
18565,"53950,54618",0.41,0.26,0.17,0.07,0.09,0.19,3.59
18566,54646,0.31,0.18,0.25,0.12,0.14,0.08,3.02
18567,53948,0.36,0.24,0.16,0.13,0.11,0.12,3.28
18568,53968,0.39,0.23,0.13,0.11,0.13,0.13,3.33
18569,53944,0.36,0.23,0.14,0.17,0.1,0.11,3.24
18570,53151,0.37,0.37,0.14,0.08,0.03,0.25,3.8
18571,53203,0.47,0.25,0.15,0.09,0.04,0.26,3.82
18572,53226,0.61,0.2,0.08,0.1,0.02,0.38,4.12
18573,53074,0.39,0.26,0.12,0.11,0.12,0.15,3.41
18574,53005,0.42,0.35,0.09,0.05,0.09,0.25,3.77
18575,53092,0.64,0.21,0.06,0.08,0.01,0.44,4.24
18576,53012,0.33,0.37,0.1,0.13,0.07,0.17,3.5
18577,53080,0.38,0.27,0.12,0.12,0.11,0.15,3.41
18578,54531,0.56,0.2,0.14,0.05,0.05,0.33,4.0
18579,54501,0.55,0.18,0.17,0.05,0.06,0.29,3.91
18580,53103,0.42,0.14,0.18,0.15,0.12,0.11,3.23
18581,53146,0.34,0.4,0.08,0.07,0.12,0.18,3.53
18582,54728,0.42,0.25,0.11,0.12,0.1,0.17,3.5
18583,53587,0.35,0.25,0.24,0.09,0.08,0.15,3.43
18584,54157,0.43,0.24,0.06,0.15,0.12,0.15,3.4
18585,54177,0.49,0.29,0.07,0.07,0.08,0.27,3.84
18586,54114,0.42,0.27,0.11,0.07,0.13,0.18,3.55
18587,54104,0.47,0.29,0.11,0.06,0.07,0.27,3.85
18588,54151,0.51,0.26,0.11,0.06,0.05,0.31,3.96
18589,"53803,53586",0.45,0.18,0.21,0.11,0.04,0.2,3.63
18590,53530,0.4,0.27,0.19,0.08,0.06,0.2,3.64
18591,"53504,53599",0.31,0.38,0.15,0.11,0.06,0.18,3.53
18592,54154,0.47,0.19,0.21,0.08,0.05,0.22,3.71
18593,54153,0.45,0.28,0.11,0.08,0.07,0.24,3.77
18594,54171,0.47,0.18,0.23,0.08,0.04,0.24,3.75
18595,54175,0.44,0.25,0.13,0.05,0.14,0.18,3.56
18596,54139,0.44,0.2,0.17,0.08,0.1,0.17,3.51
18597,54101,0.51,0.22,0.16,0.07,0.04,0.29,3.9
18598,54161,0.4,0.22,0.18,0.07,0.13,0.14,3.39
18599,53704,0.68,0.2,0.09,0.02,0.0,0.56,4.46
18600,53716,0.64,0.23,0.1,0.02,0.0,0.53,4.41
18601,53718,0.67,0.21,0.1,0.02,0.0,0.56,4.45
18602,54945,0.43,0.19,0.17,0.13,0.08,0.16,3.48
18603,54962,0.55,0.17,0.15,0.08,0.05,0.29,3.9
18604,54929,0.34,0.21,0.3,0.07,0.08,0.14,3.38
18605,54983,0.64,0.08,0.18,0.04,0.06,0.33,4.01
18606,54961,0.46,0.1,0.24,0.07,0.13,0.14,3.35
18607,54981,0.61,0.11,0.18,0.06,0.04,0.33,4.01
18608,53556,0.44,0.11,0.05,0.08,0.32,0.06,2.86
18609,53573,0.48,0.1,0.06,0.06,0.29,0.08,3.04
18610,53581,0.44,0.11,0.05,0.07,0.33,0.06,2.84
18611,54481,0.27,0.18,0.22,0.16,0.17,0.05,2.79
18612,54407,0.3,0.21,0.19,0.16,0.13,0.08,3.0
18613,54443,0.29,0.2,0.19,0.17,0.15,0.07,2.91
18614,54482,0.28,0.19,0.21,0.16,0.15,0.06,2.87
18615,54302,0.51,0.2,0.17,0.05,0.08,0.25,3.8
18616,54162,0.47,0.19,0.23,0.05,0.06,0.23,3.71
18617,53217,0.51,0.35,0.08,0.01,0.05,0.4,4.17
18618,53207,0.61,0.23,0.08,0.07,0.01,0.43,4.23
18619,54729,0.42,0.25,0.19,0.09,0.05,0.22,3.69
18620,"54726,54727",0.39,0.23,0.19,0.11,0.08,0.16,3.46
18621,54748,0.41,0.24,0.17,0.11,0.07,0.18,3.53
18622,53221,0.46,0.24,0.2,0.08,0.02,0.27,3.84
18623,53227,0.42,0.31,0.16,0.06,0.05,0.26,3.82
18624,53503,0.53,0.26,0.07,0.1,0.04,0.32,3.98
18625,53544,0.39,0.43,0.06,0.05,0.06,0.28,3.88
18626,53533,0.42,0.39,0.08,0.08,0.04,0.3,3.93
18627,53565,0.38,0.38,0.12,0.09,0.03,0.25,3.8
18628,53506,0.48,0.18,0.08,0.09,0.17,0.15,3.42
18629,54126,0.28,0.22,0.19,0.1,0.2,0.06,2.87
18630,"54519,54554",0.51,0.24,0.13,0.05,0.07,0.28,3.89
18631,54521,0.53,0.22,0.14,0.05,0.06,0.3,3.93
18632,"54940,54947",0.49,0.13,0.16,0.12,0.1,0.16,3.48
18633,"54986,54927",0.55,0.12,0.08,0.18,0.07,0.19,3.59
18634,54121,0.5,0.23,0.14,0.07,0.05,0.28,3.87
18635,53545,0.48,0.2,0.11,0.18,0.03,0.21,3.65
18636,54451,0.43,0.11,0.08,0.17,0.22,0.07,2.94
18637,"54433,54447",0.34,0.12,0.13,0.17,0.23,0.05,2.71
18638,53118,0.37,0.24,0.15,0.16,0.08,0.13,3.35
18639,53045,0.41,0.34,0.13,0.04,0.08,0.24,3.76
18640,53189,0.3,0.2,0.21,0.19,0.1,0.08,3.02
18641,53072,0.44,0.26,0.12,0.13,0.04,0.22,3.69
18642,53149,0.29,0.14,0.24,0.22,0.11,0.06,2.8
18643,"53048,53091",0.31,0.16,0.21,0.15,0.17,0.06,2.86
18644,53916,0.38,0.25,0.19,0.13,0.06,0.16,3.46
18645,53098,0.45,0.16,0.07,0.17,0.15,0.11,3.23
18646,53032,0.48,0.11,0.16,0.11,0.13,0.14,3.36
18647,53050,0.42,0.11,0.18,0.13,0.16,0.09,3.11
18648,53963,0.3,0.21,0.22,0.13,0.15,0.08,2.98
18649,54208,0.51,0.16,0.17,0.08,0.07,0.22,3.71
18650,53024,0.25,0.39,0.09,0.14,0.13,0.1,3.17
18651,53202,0.46,0.26,0.16,0.09,0.02,0.28,3.86
18652,53208,0.49,0.37,0.06,0.02,0.05,0.38,4.13
18653,54467,0.27,0.18,0.23,0.16,0.17,0.05,2.78
18654,53222,0.46,0.29,0.09,0.02,0.14,0.22,3.71
18655,53210,0.48,0.24,0.1,0.09,0.09,0.22,3.7
18656,54313,0.5,0.2,0.18,0.05,0.07,0.26,3.81
18657,"54141,54173",0.51,0.19,0.17,0.06,0.07,0.26,3.81
18658,54956,0.46,0.16,0.12,0.22,0.05,0.15,3.44
18659,53206,0.46,0.23,0.16,0.08,0.06,0.23,3.73
18660,53211,0.55,0.27,0.13,0.05,0.01,0.41,4.19
18661,53216,0.51,0.21,0.07,0.1,0.11,0.21,3.67
18662,53964,0.17,0.18,0.23,0.23,0.19,0.02,2.38
18663,53952,0.19,0.18,0.2,0.22,0.2,0.03,2.44
18664,53949,0.37,0.14,0.2,0.15,0.14,0.09,3.06
18665,54143,0.51,0.25,0.03,0.12,0.08,0.25,3.78
18666,54403,0.35,0.25,0.16,0.12,0.12,0.12,3.26
18667,54401,0.33,0.25,0.17,0.13,0.12,0.11,3.21
18668,53549,0.59,0.16,0.13,0.04,0.07,0.32,3.99
18669,53036,0.43,0.17,0.06,0.2,0.14,0.1,3.18
18670,53094,0.45,0.17,0.05,0.12,0.21,0.11,3.19
18671,53551,0.54,0.23,0.08,0.03,0.11,0.28,3.88
18672,53538,0.6,0.16,0.17,0.04,0.03,0.37,4.1
18673,54474,0.32,0.25,0.17,0.13,0.13,0.1,3.14
18674,54455,0.3,0.24,0.18,0.15,0.13,0.09,3.06
18675,53156,0.5,0.16,0.12,0.11,0.1,0.19,3.57
18676,53178,0.4,0.18,0.08,0.24,0.1,0.1,3.16
18677,53038,0.53,0.17,0.08,0.08,0.14,0.2,3.62
18678,54494,0.24,0.18,0.23,0.17,0.18,0.04,2.66
18679,53004,0.38,0.24,0.15,0.09,0.14,0.13,3.32
18680,53021,0.36,0.28,0.14,0.1,0.11,0.15,3.42
18681,"54002,54027",0.32,0.34,0.12,0.07,0.15,0.13,3.35
18682,54025,0.34,0.33,0.09,0.12,0.11,0.15,3.4
18683,54734,0.31,0.31,0.12,0.07,0.2,0.1,3.13
18684,53108,0.49,0.25,0.2,0.03,0.04,0.31,3.95
18685,54514,0.57,0.22,0.12,0.05,0.05,0.35,4.06
18686,54806,0.38,0.38,0.12,0.03,0.09,0.24,3.76
18687,54855,0.41,0.34,0.12,0.04,0.09,0.24,3.75
18688,53403,0.55,0.2,0.12,0.07,0.05,0.31,3.95
18689,53090,0.31,0.3,0.22,0.14,0.04,0.15,3.41
18690,53405,0.55,0.18,0.18,0.06,0.04,0.32,3.97
18691,53404,0.51,0.16,0.24,0.05,0.03,0.28,3.88
18692,53956,0.31,0.24,0.23,0.12,0.1,0.11,3.22
18693,53039,0.47,0.16,0.16,0.13,0.08,0.17,3.49
18694,53047,0.48,0.16,0.1,0.19,0.08,0.16,3.45
18695,53402,0.47,0.18,0.27,0.05,0.03,0.26,3.81
18696,53177,0.56,0.18,0.12,0.06,0.07,0.29,3.9
18697,"53070,53013",0.33,0.21,0.18,0.1,0.18,0.08,3.03
18698,53954,0.6,0.18,0.11,0.07,0.03,0.37,4.09
18699,53932,0.5,0.36,0.06,0.06,0.02,0.39,4.14
18700,53901,0.63,0.2,0.05,0.07,0.06,0.38,4.13
18701,"53935,53923",0.41,0.25,0.19,0.11,0.05,0.19,3.6
18702,53555,0.66,0.15,0.12,0.06,0.01,0.46,4.27
18703,53955,0.72,0.17,0.05,0.06,0.0,0.56,4.45
18704,53960,0.57,0.26,0.07,0.08,0.02,0.4,4.17
18705,53925,0.47,0.38,0.06,0.06,0.03,0.36,4.08
18706,53126,0.6,0.25,0.07,0.05,0.03,0.44,4.24
18707,53139,0.47,0.16,0.11,0.1,0.15,0.14,3.38
18708,53105,0.46,0.26,0.13,0.07,0.08,0.23,3.74
18709,54648,0.44,0.28,0.16,0.02,0.1,0.24,3.76
18710,54666,0.47,0.25,0.18,0.02,0.08,0.27,3.84
18711,54660,0.46,0.27,0.17,0.01,0.08,0.27,3.85
18712,53536,0.66,0.19,0.04,0.1,0.02,0.44,4.24
18713,53534,0.58,0.2,0.07,0.13,0.02,0.33,4.0
18714,54552,0.63,0.18,0.11,0.05,0.03,0.41,4.18
18715,54555,0.66,0.16,0.08,0.06,0.05,0.4,4.17
18716,54656,0.45,0.3,0.15,0.04,0.06,0.28,3.87
18717,54638,0.47,0.27,0.16,0.02,0.09,0.26,3.82
18718,53511,0.41,0.4,0.05,0.13,0.01,0.29,3.91
18719,53040,0.31,0.29,0.18,0.15,0.07,0.12,3.29
18720,53002,0.31,0.26,0.22,0.14,0.08,0.12,3.25
18721,"53076,53033",0.32,0.24,0.2,0.22,0.02,0.12,3.28
18722,53220,0.54,0.16,0.09,0.12,0.09,0.21,3.67
18723,53095,0.29,0.3,0.24,0.14,0.03,0.15,3.4
18724,53130,0.51,0.26,0.09,0.09,0.05,0.29,3.9
18725,53129,0.65,0.14,0.07,0.08,0.06,0.36,4.08
18726,53546,0.41,0.27,0.15,0.13,0.03,0.21,3.66
18727,53218,0.46,0.24,0.15,0.09,0.06,0.23,3.72
18728,53525,0.48,0.27,0.13,0.07,0.05,0.28,3.88
18729,53576,0.42,0.22,0.11,0.21,0.04,0.16,3.48
18730,53563,0.53,0.19,0.12,0.13,0.03,0.27,3.85
18731,53172,0.41,0.36,0.13,0.05,0.05,0.28,3.87
18732,53597,0.67,0.16,0.16,0.01,0.0,0.51,4.38
18733,53110,0.54,0.27,0.09,0.06,0.03,0.36,4.07
18734,54841,0.37,0.24,0.07,0.18,0.13,0.1,3.18
18735,54733,0.3,0.31,0.07,0.14,0.17,0.09,3.08
18736,54822,0.41,0.23,0.07,0.15,0.14,0.12,3.28
18737,54923,0.56,0.11,0.15,0.13,0.06,0.23,3.72
18738,54968,0.5,0.09,0.2,0.11,0.1,0.16,3.46
18739,53946,0.39,0.16,0.22,0.11,0.12,0.11,3.22
18740,54941,0.51,0.11,0.17,0.13,0.09,0.17,3.53
18741,53235,0.58,0.24,0.08,0.07,0.02,0.4,4.16
18742,54301,0.49,0.21,0.18,0.04,0.07,0.26,3.81
18743,54304,0.5,0.21,0.17,0.04,0.07,0.26,3.83
18744,53713,0.66,0.24,0.08,0.0,0.01,0.57,4.47
18745,53224,0.44,0.27,0.12,0.11,0.06,0.22,3.7
18746,53225,0.48,0.19,0.19,0.05,0.08,0.22,3.71
18747,53223,0.54,0.28,0.08,0.08,0.03,0.36,4.07
18748,53717,0.68,0.18,0.12,0.0,0.02,0.55,4.44
18749,53213,0.64,0.19,0.09,0.05,0.02,0.44,4.25
18750,53219,0.46,0.25,0.14,0.1,0.05,0.23,3.74
18751,53014,0.37,0.41,0.15,0.05,0.02,0.3,3.93
18752,53061,0.3,0.32,0.14,0.09,0.15,0.11,3.21
18753,54868,0.38,0.24,0.05,0.17,0.15,0.1,3.17
18754,53589,0.66,0.25,0.04,0.05,0.0,0.56,4.45
18755,53528,0.62,0.17,0.12,0.0,0.09,0.37,4.09
18756,53711,0.69,0.21,0.09,0.0,0.01,0.61,4.53
18757,53590,0.51,0.33,0.07,0.06,0.03,0.37,4.1
18758,53572,0.49,0.34,0.09,0.0,0.08,0.33,4.01
18759,53560,0.46,0.15,0.15,0.18,0.06,0.16,3.47
18760,53214,0.46,0.32,0.12,0.09,0.01,0.32,3.97
18761,53212,0.51,0.23,0.16,0.08,0.03,0.31,3.94
18762,53529,0.63,0.16,0.14,0.06,0.0,0.43,4.22
18763,53527,0.65,0.24,0.07,0.04,0.0,0.54,4.42
18764,"53531,53523",0.68,0.2,0.06,0.06,0.0,0.52,4.39
18765,53517,0.5,0.32,0.08,0.0,0.09,0.34,4.02
18766,53508,0.47,0.3,0.09,0.03,0.11,0.26,3.81
18767,"53559,53594",0.48,0.37,0.05,0.06,0.04,0.35,4.06
18768,53521,0.68,0.26,0.04,0.01,0.01,0.63,4.56
18769,53714,0.68,0.2,0.1,0.02,0.0,0.57,4.46
18770,53186,0.33,0.2,0.17,0.18,0.11,0.09,3.1
18771,"53018,53183",0.38,0.3,0.11,0.16,0.05,0.18,3.54
18772,53705,0.71,0.18,0.09,0.0,0.02,0.59,4.5
18773,53209,0.47,0.27,0.19,0.03,0.05,0.29,3.9
18774,53144,0.47,0.2,0.13,0.12,0.08,0.19,3.59
18775,53818,0.44,0.19,0.2,0.12,0.05,0.18,3.56
18776,53811,0.45,0.17,0.19,0.15,0.03,0.19,3.59
18777,53809,0.47,0.13,0.17,0.05,0.18,0.13,3.34
18778,"53518,53805",0.51,0.11,0.11,0.04,0.24,0.13,3.3
18779,"53806,53804",0.41,0.18,0.19,0.12,0.09,0.14,3.39
18780,"53808,53807",0.44,0.18,0.19,0.14,0.04,0.18,3.56
463,"86445,86444",0.75,0.07,0.06,0.08,0.04,0.45,4.26
469,86441,0.64,0.1,0.1,0.12,0.05,0.3,3.94
482,86503,0.81,0.12,0.02,0.03,0.02,0.64,4.58
483,86545,0.69,0.19,0.05,0.02,0.04,0.52,4.38
485,"86538,86556",0.73,0.17,0.04,0.02,0.03,0.57,4.47
528,86046,0.65,0.2,0.12,0.01,0.02,0.5,4.35
533,86001,0.72,0.1,0.07,0.07,0.05,0.44,4.23
565,86030,0.77,0.07,0.02,0.1,0.03,0.48,4.32
639,86432,0.51,0.28,0.1,0.08,0.03,0.33,4.0
654,86040,0.69,0.08,0.07,0.14,0.02,0.36,4.07
655,86023,0.72,0.09,0.04,0.12,0.03,0.42,4.19
712,86033,0.78,0.12,0.02,0.05,0.02,0.6,4.51
735,"86434,86411",0.56,0.11,0.1,0.17,0.06,0.21,3.67
995,95818,0.76,0.14,0.05,0.02,0.03,0.59,4.5
1001,94588,0.79,0.14,0.03,0.03,0.02,0.65,4.58
1002,94507,0.82,0.14,0.03,0.01,0.0,0.77,4.75
1003,94555,0.88,0.07,0.05,0.0,0.01,0.79,4.77
1005,93258,0.72,0.1,0.12,0.04,0.01,0.51,4.37
1006,94930,0.86,0.12,0.01,0.0,0.01,0.83,4.81
1014,95320,0.77,0.1,0.08,0.05,0.01,0.57,4.47
1015,"95240,95237",0.68,0.14,0.08,0.06,0.04,0.42,4.21
1016,95207,0.67,0.2,0.09,0.01,0.02,0.53,4.4
1017,95212,0.68,0.21,0.08,0.02,0.01,0.58,4.48
1018,95215,0.71,0.17,0.1,0.0,0.02,0.57,4.47
1019,95231,0.68,0.16,0.11,0.0,0.04,0.49,4.33
1020,95206,0.71,0.07,0.08,0.0,0.13,0.35,4.05
1023,93247,0.7,0.11,0.13,0.04,0.02,0.48,4.31
1024,"93265,93527",0.69,0.2,0.06,0.04,0.01,0.55,4.44
1025,93221,0.67,0.13,0.14,0.04,0.02,0.46,4.27
1026,93291,0.67,0.16,0.1,0.04,0.04,0.45,4.27
1027,93256,0.74,0.1,0.12,0.03,0.02,0.52,4.39
1028,94061,0.73,0.15,0.08,0.03,0.01,0.58,4.48
1029,94590,0.8,0.11,0.02,0.04,0.04,0.6,4.51
1030,95337,0.73,0.16,0.06,0.02,0.04,0.54,4.42
1031,95205,0.67,0.21,0.1,0.01,0.02,0.54,4.42
1032,95210,0.68,0.21,0.08,0.02,0.01,0.56,4.46
1033,95726,0.63,0.26,0.06,0.04,0.0,0.52,4.39
1034,96150,0.56,0.25,0.12,0.03,0.03,0.4,4.15
1035,95664,0.68,0.25,0.05,0.03,0.0,0.6,4.52
1036,"95634,95633",0.68,0.18,0.09,0.04,0.0,0.53,4.41
1037,95623,0.67,0.18,0.06,0.04,0.05,0.45,4.26
1038,95672,0.8,0.08,0.05,0.04,0.03,0.58,4.49
1039,93274,0.66,0.12,0.14,0.04,0.04,0.41,4.18
1040,93618,0.69,0.18,0.08,0.03,0.02,0.52,4.39
1041,93292,0.65,0.15,0.13,0.04,0.03,0.43,4.23
1042,93271,0.65,0.21,0.1,0.03,0.01,0.52,4.39
1043,93615,0.65,0.18,0.11,0.03,0.02,0.47,4.3
1044,93267,0.71,0.1,0.14,0.04,0.01,0.48,4.33
1045,93277,0.67,0.14,0.11,0.04,0.04,0.42,4.21
1046,93270,0.75,0.1,0.1,0.04,0.01,0.56,4.45
1047,93257,0.75,0.1,0.09,0.04,0.01,0.57,4.46
1051,94526,0.83,0.15,0.0,0.02,0.0,0.79,4.76
1052,94506,0.81,0.13,0.02,0.02,0.01,0.7,4.66
1053,94517,0.7,0.21,0.04,0.0,0.05,0.56,4.45
1057,94548,0.81,0.09,0.05,0.02,0.02,0.64,4.57
1058,94561,0.8,0.1,0.06,0.03,0.02,0.62,4.54
1061,93512,0.93,0.03,0.0,0.01,0.03,0.81,4.8
1062,96145,0.65,0.21,0.05,0.07,0.02,0.46,4.28
1063,95648,0.79,0.11,0.04,0.02,0.03,0.62,4.54
1087,92310,0.62,0.35,0.01,0.02,0.01,0.61,4.53
1089,95562,0.88,0.07,0.01,0.0,0.03,0.75,4.72
1090,95519,0.86,0.07,0.02,0.01,0.05,0.67,4.61
1091,95570,0.85,0.07,0.02,0.01,0.05,0.66,4.6
1092,95558,0.88,0.07,0.01,0.0,0.03,0.76,4.73
