state,municipality,description,refs,size,date,violence,n_casualties,property_damage&looting,police_repression,arrests ,curfew,checked,checker,url,Notes
California,San Diego,"May 30: a car caravan organized by the ""Racial Justice Coalition"" drove through the Point Loma neighborhood. They intended to deliver a message to Mayor Kevin Faulconer at his home, but San Diego Police had barricaded the street.[262] May 31: several hundred protesters at a ""Justice for George"" demonstration at the Hall of Justice shut down I-5 downtown.[263][264] 97 people were arrested.[265] June 1: Hundreds marched from Balboa Park to the Pride Flag in Hillcrest. A smaller group remained in the evening. SDPD declared an illegal assembly at 11:10pm saying fireworks and other objects were thrown at them.[266] 17 people were arrested.[265] June 2: Several hundreds (possibly over 1000[267]) gathered on the Bankers Hill side of Balboa Park, marched to the County Administration Building where they listened to speakers and then to the San Diego Civic Center. June 4: At least 2,000 demonstrators marched from San Diego Police Headquarters through Hillcrest to North Park around 5pm.[268][269] June 6: About 3,000 protested at the County Administration building downtown.[233] June 13: A rally called March & Rally: Defund the Police. Fund the People! organized by The Party for Socialism and Liberation - San Diego was held in Waterfront Park. Another group marched from Pacific Beach to Bonita Cove.[231] Protesters also gathered outside the offices of right-wing cable channel One America News Network on Morena Boulevard.[270] OANN CEO and founder Robert Herring Sr. asked the protesters to prove that a conspiracy theory about the Buffalo police shoving incident retweeted by Donald Trump[271] is false.[272] June 20: About 1000 skateboards rallied downtown at a ""Rolling for Rights"" gathering against systemic racism.[273]",,1000,02/06,1,0,0,0,17,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
California,San Diego,"May 30: a car caravan organized by the ""Racial Justice Coalition"" drove through the Point Loma neighborhood. They intended to deliver a message to Mayor Kevin Faulconer at his home, but San Diego Police had barricaded the street.[262] May 31: several hundred protesters at a ""Justice for George"" demonstration at the Hall of Justice shut down I-5 downtown.[263][264] 97 people were arrested.[265] June 1: Hundreds marched from Balboa Park to the Pride Flag in Hillcrest. A smaller group remained in the evening. SDPD declared an illegal assembly at 11:10pm saying fireworks and other objects were thrown at them.[266] 17 people were arrested.[265] June 2: Several hundreds (possibly over 1000[267]) gathered on the Bankers Hill side of Balboa Park, marched to the County Administration Building where they listened to speakers and then to the San Diego Civic Center. June 4: At least 2,000 demonstrators marched from San Diego Police Headquarters through Hillcrest to North Park around 5pm.[268][269] June 6: About 3,000 protested at the County Administration building downtown.[233] June 13: A rally called March & Rally: Defund the Police. Fund the People! organized by The Party for Socialism and Liberation - San Diego was held in Waterfront Park. Another group marched from Pacific Beach to Bonita Cove.[231] Protesters also gathered outside the offices of right-wing cable channel One America News Network on Morena Boulevard.[270] OANN CEO and founder Robert Herring Sr. asked the protesters to prove that a conspiracy theory about the Buffalo police shoving incident retweeted by Donald Trump[271] is false.[272] June 20: About 1000 skateboards rallied downtown at a ""Rolling for Rights"" gathering against systemic racism.[273]",,2000,04/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
California,San Diego,"May 30: a car caravan organized by the ""Racial Justice Coalition"" drove through the Point Loma neighborhood. They intended to deliver a message to Mayor Kevin Faulconer at his home, but San Diego Police had barricaded the street.[262] May 31: several hundred protesters at a ""Justice for George"" demonstration at the Hall of Justice shut down I-5 downtown.[263][264] 97 people were arrested.[265] June 1: Hundreds marched from Balboa Park to the Pride Flag in Hillcrest. A smaller group remained in the evening. SDPD declared an illegal assembly at 11:10pm saying fireworks and other objects were thrown at them.[266] 17 people were arrested.[265] June 2: Several hundreds (possibly over 1000[267]) gathered on the Bankers Hill side of Balboa Park, marched to the County Administration Building where they listened to speakers and then to the San Diego Civic Center. June 4: At least 2,000 demonstrators marched from San Diego Police Headquarters through Hillcrest to North Park around 5pm.[268][269] June 6: About 3,000 protested at the County Administration building downtown.[233] June 13: A rally called March & Rally: Defund the Police. Fund the People! organized by The Party for Socialism and Liberation - San Diego was held in Waterfront Park. Another group marched from Pacific Beach to Bonita Cove.[231] Protesters also gathered outside the offices of right-wing cable channel One America News Network on Morena Boulevard.[270] OANN CEO and founder Robert Herring Sr. asked the protesters to prove that a conspiracy theory about the Buffalo police shoving incident retweeted by Donald Trump[271] is false.[272] June 20: About 1000 skateboards rallied downtown at a ""Rolling for Rights"" gathering against systemic racism.[273]",,3000,06/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
California,San Diego,"May 30: a car caravan organized by the ""Racial Justice Coalition"" drove through the Point Loma neighborhood. They intended to deliver a message to Mayor Kevin Faulconer at his home, but San Diego Police had barricaded the street.[262] May 31: several hundred protesters at a ""Justice for George"" demonstration at the Hall of Justice shut down I-5 downtown.[263][264] 97 people were arrested.[265] June 1: Hundreds marched from Balboa Park to the Pride Flag in Hillcrest. A smaller group remained in the evening. SDPD declared an illegal assembly at 11:10pm saying fireworks and other objects were thrown at them.[266] 17 people were arrested.[265] June 2: Several hundreds (possibly over 1000[267]) gathered on the Bankers Hill side of Balboa Park, marched to the County Administration Building where they listened to speakers and then to the San Diego Civic Center. June 4: At least 2,000 demonstrators marched from San Diego Police Headquarters through Hillcrest to North Park around 5pm.[268][269] June 6: About 3,000 protested at the County Administration building downtown.[233] June 13: A rally called March & Rally: Defund the Police. Fund the People! organized by The Party for Socialism and Liberation - San Diego was held in Waterfront Park. Another group marched from Pacific Beach to Bonita Cove.[231] Protesters also gathered outside the offices of right-wing cable channel One America News Network on Morena Boulevard.[270] OANN CEO and founder Robert Herring Sr. asked the protesters to prove that a conspiracy theory about the Buffalo police shoving incident retweeted by Donald Trump[271] is false.[272] June 20: About 1000 skateboards rallied downtown at a ""Rolling for Rights"" gathering against systemic racism.[273]",,Unknown,13/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
California,San Diego,"May 30: a car caravan organized by the ""Racial Justice Coalition"" drove through the Point Loma neighborhood. They intended to deliver a message to Mayor Kevin Faulconer at his home, but San Diego Police had barricaded the street.[262] May 31: several hundred protesters at a ""Justice for George"" demonstration at the Hall of Justice shut down I-5 downtown.[263][264] 97 people were arrested.[265] June 1: Hundreds marched from Balboa Park to the Pride Flag in Hillcrest. A smaller group remained in the evening. SDPD declared an illegal assembly at 11:10pm saying fireworks and other objects were thrown at them.[266] 17 people were arrested.[265] June 2: Several hundreds (possibly over 1000[267]) gathered on the Bankers Hill side of Balboa Park, marched to the County Administration Building where they listened to speakers and then to the San Diego Civic Center. June 4: At least 2,000 demonstrators marched from San Diego Police Headquarters through Hillcrest to North Park around 5pm.[268][269] June 6: About 3,000 protested at the County Administration building downtown.[233] June 13: A rally called March & Rally: Defund the Police. Fund the People! organized by The Party for Socialism and Liberation - San Diego was held in Waterfront Park. Another group marched from Pacific Beach to Bonita Cove.[231] Protesters also gathered outside the offices of right-wing cable channel One America News Network on Morena Boulevard.[270] OANN CEO and founder Robert Herring Sr. asked the protesters to prove that a conspiracy theory about the Buffalo police shoving incident retweeted by Donald Trump[271] is false.[272] June 20: About 1000 skateboards rallied downtown at a ""Rolling for Rights"" gathering against systemic racism.[273]",,1000,20/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
California,Santee,June 2: A man and a woman were arrested on weapons and child endangerment charges after allegedly pointing a semi-automatic handgun at Black Lives Matters protesters at a major intersection.[274][275] June 3: Approximately 200 protesters gathered at the same intersection. Multiple arrests were made for curfew violations.[276] June 8: A protest marched from West Hills Parkway to the bridge over Santee Recreational Lakes.[227],,Unknown,02/06,0,0,0,0,2,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
California,Santee,June 2: A man and a woman were arrested on weapons and child endangerment charges after allegedly pointing a semi-automatic handgun at Black Lives Matters protesters at a major intersection.[274][275] June 3: Approximately 200 protesters gathered at the same intersection. Multiple arrests were made for curfew violations.[276] June 8: A protest marched from West Hills Parkway to the bridge over Santee Recreational Lakes.[227],,200,03/06,0,0,0,0,2,1,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
California,Santee,June 2: A man and a woman were arrested on weapons and child endangerment charges after allegedly pointing a semi-automatic handgun at Black Lives Matters protesters at a major intersection.[274][275] June 3: Approximately 200 protesters gathered at the same intersection. Multiple arrests were made for curfew violations.[276] June 8: A protest marched from West Hills Parkway to the bridge over Santee Recreational Lakes.[227],,Unknown,08/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
California,Solana Beach,June 3: Over 200 protesters carried signs in front of Solana Beach City Hall Wednesday morning.[277],,200,03/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
California,University Heights,June 6: About 100 people protested at Texas Street and Adams Avenue.[clarification needed][233],,100,06/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
California,Lompoc,May 30: Large gathering held. June 2: Evening march to police station where protesters kneel. City council delays meeting till June 3 due to demonstration.[278],,Unknown,30/5,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
California,Santa Barbara,May 30: Hundreds gathered for a demonstration at Storke Tower on the UCSB campus.[172],,100,30/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
California,Santa Maria,"June 4: An estimated 150 people protested outside Santa Maria City Hall in support of George Floyd. The event was supported by numerous nonprofit organizations, including the local NAACP.[279]",,150,04/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
California,Solvang,"On June 5, 2020, about 200 protesters demonstrated at Solvang Park, where they knelt down for 8 minutes and 46 seconds. Protesters then marched on Mission Drive, calling for justice. Some businesses boarded up their windows before the protest as a precaution.[280]",,100,05/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
California,Oxnard,May 30: More than 300 protesters marched from Plaza Park to the Oxnard Police Department.[281],,300,30/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
California,Simi Valley,"On June 6, thousands of protesters marched on the streets and halted traffic.[282] It was the same city in which four officers were found not guilty of beating Rodney King.",,1000,06/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
California,Thousand Oaks,May 30: More than 100 protesters gathered at a busy intersection.[283],,100,30/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
California,Ventura,"On June 7, around 1,500 people gathered at the Ventura County Government Center to peacefully protest the death of George Floyd. There was an incident where a white pick-up truck allegedly drove into the crowd, hitting a pedestrian, then drove away.[284]",,1500,07/06,1,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_California,
Colorado,Alamosa,"On June 4, a protest was held in downtown Alamosa. While the protest was peaceful, before 6 p.m., a man shot someone in a truck, wounding him. The truck later stopped in the middle of the intersection. The suspect, a 27-year-old defense attorney, was a protester.[3]",https://krdo.com/news/2020/06/06/video-shows-moments-surrounding-alamosa-protest-shooting/,Unknown,04/06,1,1,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Colorado,
Colorado,Aspen,"Dozens of residents attended a candle-light vigil on May 30. Participants repeated the words ""I can't breathe"" for nine minutes, the length of time that Derek Chauvin's knee was on George Floyd's neck.[4]",https://www.aspentimes.com/news/taking-a-stand-aspen-locals-peacefully-protest-speak-out-about-death-of-george-floyd/,12,30/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Colorado,
Colorado,Aurora,"On June 2, Interim Police Chief Vanessa Wilson marched with community members to Aurora's Municipal Center, where they knelt for eight minutes and 46 seconds during a peaceful protest against police brutality.[5][6][7]",https://www.9news.com/article/news/local/local-politics/live-updates-day-6-george-floyd-protests-denver/73-989dac5f-0b87-4f8b-a696-6109ff652cb5 https://twitter.com/AuroraPD/status/1267974621090975744 https://www.outtherecolorado.com/denver-mayor-marches-with-protesters-after-floyds-death/,Unknown,02/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Colorado,
Colorado,Boulder,"About 50 people organized a modified sit-in style protest where demonstrators peacefully took a knee for one hour on May 29.[8] Hundreds walked three miles through a ""Boulder in Solidarity"" march on May 30.[9]",https://denver.cbslocal.com/2020/05/29/george-floyd-boulder-protest-sit-in-quiet/ https://www.dailycamera.com/hundreds-march-through-boulder-demanding-justice-for-george-floyd,50,29/5,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Colorado,
Colorado,Boulder,"About 50 people organized a modified sit-in style protest where demonstrators peacefully took a knee for one hour on May 29.[8] Hundreds walked three miles through a ""Boulder in Solidarity"" march on May 30.[9]",https://denver.cbslocal.com/2020/05/29/george-floyd-boulder-protest-sit-in-quiet/ https://www.dailycamera.com/hundreds-march-through-boulder-demanding-justice-for-george-floyd,100,30/5,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Colorado,
Colorado,Colorado Springs,About 300 protesters demonstrated by lying on their stomachs in front of City Hall on May 30. Dozens were arrested on May 30.[10] More protests took place on May 31.[11][12],https://www.kktv.com/content/news/Protesters-take-to-downtown-Colorado-Springs-570898891.html https://www.fox21news.com/news/local/photos-second-day-of-protests-in-colorado-springs/ https://www.kktv.com/content/news/Protests-continue-on-Sunday-in-Colorado-Springs-tied-to-the-death-of-George-Floyd-570912271.html,300,30/05,0,0,0,0,12,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Colorado,
Colorado,Colorado Springs,About 300 protesters demonstrated by lying on their stomachs in front of City Hall on May 30. Dozens were arrested on May 30.[10] More protests took place on May 31.[11][12],https://www.kktv.com/content/news/Protesters-take-to-downtown-Colorado-Springs-570898891.html https://www.fox21news.com/news/local/photos-second-day-of-protests-in-colorado-springs/ https://www.kktv.com/content/news/Protests-continue-on-Sunday-in-Colorado-Springs-tied-to-the-death-of-George-Floyd-570912271.html,Unknown,31/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Colorado,
Colorado,Denver,"On May 28, protesters marched for four hours, blocking traffic on Interstate 25 and demonstrating at the Colorado State Capitol.[13] Multiple gunshots were fired there, and police also fired rubber bullets and shot gas canisters at the crowd.[14] Several properties were damaged. Some protesters also crowded onto 16th Street Mall and toward Interstate 25 via 20th Street and blocked traffic.[15] One video appears to show a vehicle intentionally hitting a protester who had gotten onto the hood of the car. It is not clear what occurred before thisÂ‰Ã›Ã“according to the woman who filmed the incident, the man jumped on top of the vehicle before she began filming.[16] Three police officers were injured in clashes with protesters, one of whom had to go to a hospital. Protests continued throughout the city over the next three days, with protests generally being peaceful during the day followed by more violent clashes between protesters and police later in the evenings.[17] On May 30, Mayor Michael Hancock implemented a citywide curfew from 8:00Ã¥ÃŠp.m. to 5:00Ã¥ÃŠa.m.[18] By the evening of May 31, the Denver Police Department had arrested over 120 people during the protests over the past four days.[17][19] On June 2, The Denver Police Department announced the arrest of a man suspected to be the perpetrator behind the vehicular attack of three police which left one officer with a fractured leg and the other two with a ""substantial risk of protracted loss or impairment of the function of any part or organ of the body.""[20] A fifth night of protests in Denver remained more peaceful on Monday night, June 1, after the previous four nights had seen riotous behavior among smaller elements of the much larger protest gathering.[21][22] A federal judge stopped Denver police from using teargas on peaceful protesters. [23]",https://denver.cbslocal.com/2020/05/28/shots-fired-during-police-accountability-protest-at-denver-capitol/ https://www.nytimes.com/aponline/2020/05/28/us/ap-us-minneapolis-police-death-denver-protest-1st-ld-writethru.html https://www.9news.com/article/news/local/denver-george-floyd-protest/73-95def5bb-52fd-4a61-8c1d-f25ae571fddd https://www.9news.com/article/news/local/denver-man-protesting-george-floyd-death-hit-by-driver-car/73-d3646e45-d191-4569-8dbc-f9ed429b0019 https://www.9news.com/article/news/local/local-politics/denver-protests-george-floyd-day-4/73-205de2c5-6732-46e9-8621-160dbbef17e2 https://edition.cnn.com/us/live-news/george-floyd-protests-05-30-20/h_b70609abb1c3c366f8b8b83cfadbe398 https://www.9news.com/article/news/local/local-politics/denver-protests-george-floyd-day-4/73-205de2c5-6732-46e9-8621-160dbbef17e2 https://denver.cbslocal.com/2020/05/29/violent-denver-protests-13-arrests-3-police-officers-hurt-george-floyd/ https://edition.cnn.com/us/live-news/george-floyd-protests-06-02-20/h_ec92756b8756cd0ad5d4ab45e71973b7 https://www.youtube.com/watch?v=XgXSMsvU1A4 https://www.denverpost.com/2020/06/05/federal-judge-orders-denver-police-stop-projectiles-protesters/,Unknown,28/05,1,3*,1,1,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Colorado,
Colorado,Denver,"On May 28, protesters marched for four hours, blocking traffic on Interstate 25 and demonstrating at the Colorado State Capitol.[13] Multiple gunshots were fired there, and police also fired rubber bullets and shot gas canisters at the crowd.[14] Several properties were damaged. Some protesters also crowded onto 16th Street Mall and toward Interstate 25 via 20th Street and blocked traffic.[15] One video appears to show a vehicle intentionally hitting a protester who had gotten onto the hood of the car. It is not clear what occurred before thisÂ‰Ã›Ã“according to the woman who filmed the incident, the man jumped on top of the vehicle before she began filming.[16] Three police officers were injured in clashes with protesters, one of whom had to go to a hospital. Protests continued throughout the city over the next three days, with protests generally being peaceful during the day followed by more violent clashes between protesters and police later in the evenings.[17] On May 30, Mayor Michael Hancock implemented a citywide curfew from 8:00Ã¥ÃŠp.m. to 5:00Ã¥ÃŠa.m.[18] By the evening of May 31, the Denver Police Department had arrested over 120 people during the protests over the past four days.[17][19] On June 2, The Denver Police Department announced the arrest of a man suspected to be the perpetrator behind the vehicular attack of three police which left one officer with a fractured leg and the other two with a ""substantial risk of protracted loss or impairment of the function of any part or organ of the body.""[20] A fifth night of protests in Denver remained more peaceful on Monday night, June 1, after the previous four nights had seen riotous behavior among smaller elements of the much larger protest gathering.[21][22] A federal judge stopped Denver police from using teargas on peaceful protesters. [23]",https://denver.cbslocal.com/2020/05/28/shots-fired-during-police-accountability-protest-at-denver-capitol/ https://www.nytimes.com/aponline/2020/05/28/us/ap-us-minneapolis-police-death-denver-protest-1st-ld-writethru.html https://www.9news.com/article/news/local/denver-george-floyd-protest/73-95def5bb-52fd-4a61-8c1d-f25ae571fddd https://www.9news.com/article/news/local/denver-man-protesting-george-floyd-death-hit-by-driver-car/73-d3646e45-d191-4569-8dbc-f9ed429b0019 https://www.9news.com/article/news/local/local-politics/denver-protests-george-floyd-day-4/73-205de2c5-6732-46e9-8621-160dbbef17e2 https://edition.cnn.com/us/live-news/george-floyd-protests-05-30-20/h_b70609abb1c3c366f8b8b83cfadbe398 https://www.9news.com/article/news/local/local-politics/denver-protests-george-floyd-day-4/73-205de2c5-6732-46e9-8621-160dbbef17e2 https://denver.cbslocal.com/2020/05/29/violent-denver-protests-13-arrests-3-police-officers-hurt-george-floyd/ https://edition.cnn.com/us/live-news/george-floyd-protests-06-02-20/h_ec92756b8756cd0ad5d4ab45e71973b7 https://www.youtube.com/watch?v=XgXSMsvU1A4 https://www.denverpost.com/2020/06/05/federal-judge-orders-denver-police-stop-projectiles-protesters/,Unknown,30/05,0,0,0,0,0,1,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Colorado,
Colorado,Denver,"On May 28, protesters marched for four hours, blocking traffic on Interstate 25 and demonstrating at the Colorado State Capitol.[13] Multiple gunshots were fired there, and police also fired rubber bullets and shot gas canisters at the crowd.[14] Several properties were damaged. Some protesters also crowded onto 16th Street Mall and toward Interstate 25 via 20th Street and blocked traffic.[15] One video appears to show a vehicle intentionally hitting a protester who had gotten onto the hood of the car. It is not clear what occurred before thisÂ‰Ã›Ã“according to the woman who filmed the incident, the man jumped on top of the vehicle before she began filming.[16] Three police officers were injured in clashes with protesters, one of whom had to go to a hospital. Protests continued throughout the city over the next three days, with protests generally being peaceful during the day followed by more violent clashes between protesters and police later in the evenings.[17] On May 30, Mayor Michael Hancock implemented a citywide curfew from 8:00Ã¥ÃŠp.m. to 5:00Ã¥ÃŠa.m.[18] By the evening of May 31, the Denver Police Department had arrested over 120 people during the protests over the past four days.[17][19] On June 2, The Denver Police Department announced the arrest of a man suspected to be the perpetrator behind the vehicular attack of three police which left one officer with a fractured leg and the other two with a ""substantial risk of protracted loss or impairment of the function of any part or organ of the body.""[20] A fifth night of protests in Denver remained more peaceful on Monday night, June 1, after the previous four nights had seen riotous behavior among smaller elements of the much larger protest gathering.[21][22] A federal judge stopped Denver police from using teargas on peaceful protesters. [23]",https://denver.cbslocal.com/2020/05/28/shots-fired-during-police-accountability-protest-at-denver-capitol/ https://www.nytimes.com/aponline/2020/05/28/us/ap-us-minneapolis-police-death-denver-protest-1st-ld-writethru.html https://www.9news.com/article/news/local/denver-george-floyd-protest/73-95def5bb-52fd-4a61-8c1d-f25ae571fddd https://www.9news.com/article/news/local/denver-man-protesting-george-floyd-death-hit-by-driver-car/73-d3646e45-d191-4569-8dbc-f9ed429b0019 https://www.9news.com/article/news/local/local-politics/denver-protests-george-floyd-day-4/73-205de2c5-6732-46e9-8621-160dbbef17e2 https://edition.cnn.com/us/live-news/george-floyd-protests-05-30-20/h_b70609abb1c3c366f8b8b83cfadbe398 https://www.9news.com/article/news/local/local-politics/denver-protests-george-floyd-day-4/73-205de2c5-6732-46e9-8621-160dbbef17e2 https://denver.cbslocal.com/2020/05/29/violent-denver-protests-13-arrests-3-police-officers-hurt-george-floyd/ https://edition.cnn.com/us/live-news/george-floyd-protests-06-02-20/h_ec92756b8756cd0ad5d4ab45e71973b7 https://www.youtube.com/watch?v=XgXSMsvU1A4 https://www.denverpost.com/2020/06/05/federal-judge-orders-denver-police-stop-projectiles-protesters/,Unknown,31/05,0,0,0,0,120(last 4 days),1,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Colorado,
Colorado,Fort Collins,"About 100 protesters chanted ""No Justice, No Peace!"" the Fort Collins Police Services headquarters on May 28.[25] On June 1, about 150 protesters gathered at the same place while about 10 people attended a vigil at Civic Center Park.[26]",https://www.coloradoan.com/story/news/2020/05/28/george-floyd-death-fort-collins-police-nationwide-protests-violence-brutality/5280671002/ https://www.coloradoan.com/story/news/2020/06/01/monday-protests-over-george-floyds-death-denver-fort-collins/5313273002/,100,28/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Colorado,
Colorado,Fort Collins,"About 100 protesters chanted ""No Justice, No Peace!"" the Fort Collins Police Services headquarters on May 28.[25] On June 1, about 150 protesters gathered at the same place while about 10 people attended a vigil at Civic Center Park.[26]",https://www.coloradoan.com/story/news/2020/05/28/george-floyd-death-fort-collins-police-nationwide-protests-violence-brutality/5280671002/ https://www.coloradoan.com/story/news/2020/06/01/monday-protests-over-george-floyds-death-denver-fort-collins/5313273002/,150,01/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Colorado,
Colorado,Glenwood Springs,"On June 1, dozens protested in front of Glenwood Springs City Hall at a rally organized by ""Western Slope Anti-Racist Action.""[27]",https://www.aspentimes.com/news/local/in-glenwood-springs-dozens-rally-for-justice-in-killing-of-george-floyd/,12,01/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Colorado,
Colorado,Pueblo,"On June 1, around 400 people marched through the Riverwalk and Union Avenue district to voice support for George Floyd despite rainfall. The chief of the Pueblo Police Department spoke in support of the protest.[28]",https://www.chieftain.com/news/20200601/protesters-take-to-pueblo-streets-in-honor-of-george-floyd,400,01/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Colorado,
Connecticut,Bridgeport,A section of Route 8 was shut down by protesters on May 30.[3],https://www.courant.com/news/connecticut/hc-news-hartford-protest-police-brutality-20200530-o3ge6bxtbvc6rcjcnrwkkolhgi-story.html,Unknown,30/05,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Connecticut,
Connecticut,Cheshire,Around 500 people attended a protest march on June 7. Several members of the town committee were in attendance.[4],https://patch.com/connecticut/cheshire/letter-students-praised-peaceful-protest-march-cheshire,500,07/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Connecticut,
Connecticut,Danbury,"On June 3, a protest march consumed downtown city streets in the early afternoon, and later spilled over onto Interstate 84.[5]",https://patch.com/connecticut/danbury/danbury-black-lives-matter-marchers-brave-rain-i-84-traffic,Unknown,03/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Connecticut,
Connecticut,East Hartford,"On June 7, hundreds of protesters marched from a parking lot on Main Street along Interstate 84 to the Mortensen Riverfront Plaza in Hartford to protest police brutality.[6]",https://www.journalinquirer.com/towns/east_hartford/emotional-march-bridge-vigil/article_3a407f7e-a997-11ea-a059-ffecbf5ba70b.html,100,07/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Connecticut,
Connecticut,Enfield,"On June 4, more than 300 people protested on Enfield's town green while a large contingent of protesters marched to the local police headquarters.[7]",https://www.courant.com/community/enfield/hc-en-enfield-blm-protest-0611-20200605-t3l5fezlyzfzxomd7v6c343eym-story.html,300,04/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Connecticut,
Connecticut,Fairfield,"On June 2, hundreds of students marched throughout the town. The demonstrators, wearing black, filled Sherman Green at about 11:30Ã¥ÃŠa.m., lying across Post Road in Downtown to block traffic. They also made a 3-mile march downtown, through the beach area and up to Old Town Hall, where they formed a speaking circle. The protest lasted well into the afternoon.[8] There were also a few people standing outside Fairfield Police Department.[9]",https://patch.com/connecticut/fairfield/protest-closes-post-road-downtown-fairfield/ https://imgur.com/a/wso2UJP,100,02/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Connecticut,
Connecticut,Greenwich,Several dozen protesters rallied near the Greenwich Police Department on June 1. The police chief and a selectman spoke to the crowd.[10] Roads were closed and businesses were boarded up.[11],https://www.greenwichtime.com/local/article/We-re-not-here-for-the-same-reasons-15309501.php http://connecticut.news12.com/story/42197893/protesters-rally-near-greenwich-pd-over-death-of-george-floyd-in-minneapolis,12,01/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Connecticut,
Connecticut,Groton,"On June 7, nearly 1,000 people peacefully marched through the streets to support Black Lives Matter. The event was organized by students from Fitch High School.[12]",https://patch.com/connecticut/groton/photos-videos-sundays-peaceful-blm-protest-groton,1000,07/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Connecticut,
Connecticut,Hamden,"On June 2, around 50 protesters marched from the Abdul-Majid Karim Hasan Islamic Center to Town Hall to protest the death of George Floyd and demand police accountability.[13] On June 7, another protest took place, which blocked Route 15.[14]",https://www.nhregister.com/news/article/Hamden-Islamic-Center-calls-for-unity-in-march-15312386.php https://www.wtnh.com/news/connecticut/new-haven/protest-march-in-tribute-to-george-floyd-stops-traffic-on-rt-15-in-hamden/,50,02/06,0,0,0,0,0,0,1,Diego,https://en.wikipedia.org/wiki/George_Floyd_protests_in_Connecticut,
