president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,Voters,6/18/2020,2/4/2019,2/7/2019,HarrisX,C,3002,rv,0,0,44,56,40.935537,54.647356,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQXEO2T9ZkeQlhve7YuUGen1K3RyAJO3LrbFBMiAgc1zPlSWrhuK5lcfO3Mkz0PTyytCL1Jwwa6cjCe/pubhtml/sheet?headers=false&gid=0,57477,93059,2/7/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/5/2019,2/7/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12202314,0,50,49,45.883095,49.605844,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57479,93063,2/8/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/3/2019,2/9/2019,Ipsos,B-,1966,rv,.09966203,0,39.1,57.8,39.475783,55.730185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57507,93118,2/13/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/5/2019,2/8/2019,HarrisX,C,3003,rv,.0544265,0,45,55,41.935537,53.647356,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQhg4u8bB_JKI7ewnrW7Quz32NwDRqbhzOzVFhsgPJ8b8EEQ8pbCzYoSmANpg4K30YBrMvv7f-Q80D_/pubhtml/sheet?headers=false&gid=0,57481,93065,2/8/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/6/2019,2/7/2019,YouGov,B,876,rv,.12858059,0,43,54,42.317797,53.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/waoy2e614z/tabs_Trump_Tweets_20190206.pdf,57478,93061,2/8/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/4/2019,2/10/2019,Ipsos,B-,1921,rv,.09682964,0,39,58.2,39.375783,56.130185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57506,93117,2/13/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/7/2019,2/8/2019,HarrisX,C,1002,rv,.07291877,0,47,53,43.935537,51.647356,"","",https://thehill.com/hilltv/what-americas-thinking/429148-president-trumps-approval-rating-rises-after-state-of-the-union,57480,93064,2/8/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/6/2019,2/10/2019,McLaughlin & Associates,C/D,1000,lv,.80509329,0,46,52,43.080135,53.065008,"","",http://mclaughlinonline.com/pols/wp-content/uploads/2019/02/National-Monthly-Omnibus-February-1.pdf,57527,93156,2/15/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/7/2019,2/8/2019,YouGov,B,862,rv,.12660884,0,44,55,43.317797,54.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6o1fiip07l/tabs_Trump_Tweets_20190207.pdf,57482,93067,2/8/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/6/2019,2/9/2019,HarrisX,C,3000,rv,.05457992,0,45,55,41.935537,53.647356,"",T,https://scottrasmussen.com/toplines/,57489,93078,2/11/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/6/2019,2/10/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07328493,0,52,47,47.883095,47.605844,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57486,93075,2/11/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/5/2019,2/11/2019,Ipsos,B-,1890,rv,.09450319,0,39.8,57.6,40.175783,55.530185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57505,93116,2/13/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/8/2019,2/9/2019,YouGov,B,837,rv,.12235802,0,45,53,44.317797,52.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/n11jpu255k/tabs_Trump_Tweets_20190208.pdf,57484,93072,2/10/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/6/2019,2/12/2019,Ipsos,B-,1757,rv,.0869326,0,40.9,57,41.275783,54.930185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57513,93197,2/19/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/7/2019,2/10/2019,Morning Consult,B/C,1991,rv,.5000444,0,45,51,44.612285,50.931905,"","",https://morningconsult.com/wp-content/uploads/2019/02/190211_crosstabs_POLITICO_RVs_v1_ML-1.pdf,57502,93099,2/12/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/7/2019,2/10/2019,HarrisX,C,3000,rv,.05454048,0,45,55,41.935537,53.647356,"",T,https://scottrasmussen.com/toplines/,57490,93079,2/11/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/7/2019,2/11/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.21858678,0,50,48,45.883095,48.605844,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57496,93093,2/12/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/8/2019,2/11/2019,HarrisX,C,3004,rv,.05372484,0,44,56,40.935537,54.647356,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRJGGZwLrkvJHkuxnnmPreMG2gXsSIa8Fj7pCZkW4Fr4k5kjQTtAVVPY96TTjOR00r64TenUF92WCGh/pubhtml/sheet?headers=false&gid=0,57491,93082,2/11/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/7/2019,2/13/2019,Ipsos,B-,1898,rv,.09267492,0,41.9,55.9,42.275783,53.830185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57551,93225,2/19/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/9/2019,2/10/2019,YouGov,B,825,rv,.12005815,0,44,55,43.317797,54.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/617js2m8hq/tabs_Trump_Tweets_20190209.pdf,57485,93074,2/10/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/10/2019,2/12/2019,YouGov,B,1283,rv,.18583394,0,41,57,40.317797,56.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/vsfatxbh8x/econTabReport.pdf,57512,93131,2/13/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/10/2019,2/12/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12132109,0,50,49,45.883095,49.605844,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57511,93129,2/13/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/10/2019,2/11/2019,YouGov,B,874,rv,.12659303,0,42,55,41.317797,54.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7f3ouua2z8/tabs_Trump_Tweets_20190210.pdf,57492,93084,2/11/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/8/2019,2/14/2019,Ipsos,B-,2022,rv,.09724383,0,43.2,54.2,43.575783,52.130185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57550,93224,2/19/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/9/2019,2/12/2019,HarrisX,C,3004,rv,.05295125,0,46,54,42.935537,52.647356,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSFzhUH2FCZFFWcyZIE59a9inujFF1eWM0g5RhNmRXVLsM0gbK41uHGs9AlJygc_-ye6nHiBTKksNed/pubhtml/sheet?headers=false&gid=0,57501,93098,2/12/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/10/2019,2/12/2019,Fox News,A-,1004,rv,1.6778752,0,46,52,44.923979,52.00861,"","",https://www.foxnews.com/politics/fox-news-poll-2-13-19,57515,93139,2/13/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/11/2019,2/12/2019,YouGov,B,762,rv,.11098835,0,44,53,43.317797,52.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/0yo9imtptc/tabs_Trump_Tweets_20190211.pdf,57503,93101,2/13/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/11/2019,2/13/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12178752,0,50,49,45.883095,49.605844,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57518,93144,2/14/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/8/2019,2/15/2019,HarrisX,C,7010,rv,.24367869,0,45,55,41.935537,53.647356,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRMyx5KGTJJaLSpkZILTpg2lDxnlfrj9kFW3ijfNLQtW1rw3l_z88RQmWZzuFc1YGZhuF_U2IvYwotO/pubhtml/sheet?headers=false&gid=0,57530,93163,2/15/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/9/2019,2/15/2019,Ipsos,B-,2208,rv,.104487,0,43,54.4,43.375783,52.330185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57549,93223,2/19/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/10/2019,2/13/2019,HarrisX,C,3005,rv,.05222928,0,46,54,42.935537,52.647356,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSjUXBDvGQHymDzSiKhZBroqupRa0uAc2Z6rUcZmf34HOP100o4lrUhzJlioxdBAnNT57fz_FECL6gf/pubhtml/sheet?headers=false&gid=0,57514,93137,2/13/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/12/2019,2/14/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12202314,0,50,49,45.883095,49.605844,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57526,93155,2/15/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/12/2019,2/13/2019,YouGov,B,870,rv,.12735814,0,47,52,46.317797,51.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/razcwznotq/tabs_Trump_Tweets_20190212.pdf,57516,93141,2/13/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/10/2019,2/16/2019,Ipsos,B-,2329,rv,.10842346,0,42.8,54.2,43.175783,52.130185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57548,93222,2/19/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/11/2019,2/14/2019,HarrisX,C,3006,rv,0,0,45,55,41.935537,53.647356,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vRqiJKZx4bNbytPmfGgIqJa7N3eaU0a2GHtGngHJfbRUoPJgRjpYlGyxgGbzgPhDlIK644Rj_t8HrO7/pubhtml/sheet?headers=false&gid=0,57524,93151,2/14/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/13/2019,2/14/2019,YouGov,B,855,rv,.12586157,0,44,54,43.317797,53.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/g2rvsv4q8k/tabs_Trump_Tweets_20190213.pdf,57525,93153,2/14/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/12/2019,2/15/2019,HarrisX,C,3006,rv,.05299711,0,44,56,40.935537,54.647356,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTMV3KF8K2WMpNmeD-5J_Wvj8CaprL4T3oXPjdIZbjntdkTISjAMnTQwk2C9hB1Nmi4O6R83q6fvw01/pubhtml/sheet?headers=false&gid=0,57529,93162,2/15/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/11/2019,2/17/2019,Ipsos,B-,2488,rv,.11399256,0,43.3,53.6,43.675783,51.530185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57547,93221,2/19/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/13/2019,2/16/2019,HarrisX,C,3000,rv,.05312106,0,43,57,39.935537,55.647356,"",T,https://scottrasmussen.com/toplines/,57536,93187,2/19/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/12/2019,2/18/2019,Ipsos,B-,2631,rv,.11866076,0,43.3,53.8,43.675783,51.730185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57546,93220,2/19/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/14/2019,2/16/2019,Emerson College,A-,1000,rv,1.5989986,0,42.8,51.1,42.332003,53.618885,"","",http://emersonpolling.com/2019/02/16/majority-of-americans-disagree-with-trumps-national-emergency-despite-a-plurality-agreeing-with-border-wall-extension/,57532,93168,2/16/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/14/2019,2/15/2019,YouGov,B,897,rv,.13210292,0,43,56,42.317797,55.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/dljiqpag3h/tabs_Trump_Tweets_20190214.pdf,57531,93165,2/15/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/13/2019,2/17/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07328493,0,50,49,45.883095,49.605844,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57535,93186,2/18/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/14/2019,2/17/2019,HarrisX,C,3000,rv,.05274326,0,44,56,40.935537,54.647356,"",T,https://scottrasmussen.com/toplines/,57537,93188,2/19/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/14/2019,2/17/2019,Zogby Analytics,C+,1744,lv,1.2228297,0,44,53,41.720704,54.277886,"","",https://zogbyanalytics.com/news/882-the-zogby-poll-trump-s-approval-rating-bounces-back-50-approval-among-suburban-women-trump-s-job-approval-also-improves-with-hispanics-and-younger-voters-voters-do-not-agree-with-trump-s-national-emergency-for-border-fence-funding,57564,93261,2/21/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/14/2019,2/18/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.21858678,0,49,50,44.883095,50.605844,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57540,93199,2/19/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/13/2019,2/19/2019,Ipsos,B-,2738,rv,.12163816,0,43.1,53.9,43.475783,51.830185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57559,93326,2/26/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/15/2019,2/16/2019,YouGov,B,808,rv,.11846016,0,44,54,43.317797,53.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ljsrianvw1/tabs_Trump_Tweets_20190215.pdf,57533,93183,2/17/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/14/2019,2/20/2019,Ipsos,B-,2891,rv,.1266671,0,42.3,54.9,42.675783,52.830185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57591,93325,2/26/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/15/2019,2/18/2019,HarrisX,C,3002,rv,.05194087,0,44,56,40.935537,54.647356,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vS5ZmeRwdlJCcF5r-eF3rWr5WOiXYBw3k3YOv2EljNfpKaYSkiLlXj88wnKsUcEdp5d2SeZFArD48Rf/pubhtml/sheet?headers=false&gid=0,57538,93189,2/19/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/15/2019,2/19/2019,Morning Consult,B/C,1914,rv,.50144452,0,42,53,41.612285,52.931905,"","",https://morningconsult.com/wp-content/uploads/2019/02/190232_crosstabs_POLITICO_RVs_v4_che.pdf,57552,93232,2/19/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/16/2019,2/17/2019,YouGov,B,875,rv,.12763841,0,44,55,43.317797,54.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7p4rj5h7vv/tabs_Trump_Tweets_20190216.pdf,57534,93185,2/18/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/17/2019,2/19/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12132109,0,49,51,44.883095,51.605844,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57554,93236,2/20/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/17/2019,2/18/2019,YouGov,B,838,rv,.12164863,0,44,54,43.317797,53.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hbdm80tlee/tabs_Trump_Tweets_20190217.pdf,57539,93191,2/19/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/16/2019,2/20/2019,Public Opinion Strategies,B+,800,rv,1.2331723,0,45,52,44.561514,52.14668,"","",https://pos.org/wp-content/uploads/2019/02/National-POS-Poll.pdf,57568,93267,2/22/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/15/2019,2/21/2019,Ipsos,B-,2873,rv,.12436294,0,41.8,55.5,42.175783,53.430185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57590,93324,2/26/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/16/2019,2/19/2019,HarrisX,C,3005,rv,.05131842,0,43,57,39.935537,55.647356,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vShw6eZTty0O17xa-ROgtag1vjyI7pe1bKG4pyTM0qBWS5PphJhWMjZZcvuGdWMiSJDWuTrVVhEkOz8/pubhtml/sheet?headers=false&gid=0,57545,93207,2/19/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/17/2019,2/18/2019,HarrisX,C,1001,rv,.06837901,0,45,55,41.935537,53.647356,"","",https://thehill.com/hilltv/what-americas-thinking/431149-president-trumps-job-approval-dips-as-sotu-bump-fades,57544,93270,2/22/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/17/2019,2/19/2019,YouGov,B,1318,rv,.19132803,0,45,52,44.317797,51.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/873pc8imz6/econTabReport.pdf,57555,93238,2/20/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/17/2019,2/20/2019,HarrisX,C,3006,rv,.05104384,0,44,56,40.935537,54.647356,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vR0PsYBxJM06viAE5xQ49iB50SEhckOUp75OzlLxOF2KIRgn7FVL2x6YWYvFAauo4X6Nwl1vTPaIXcv/pubhtml/sheet?headers=false&gid=0,57560,93248,2/20/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/16/2019,2/22/2019,Ipsos,B-,2837,rv,.12154144,0,42.5,54.8,42.875783,52.730185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57589,93323,2/26/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/15/2019,2/22/2019,HarrisX,C,7010,rv,.23806872,0,45,55,41.935537,53.647356,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vTIdF1FxyIlmFB01Lykazewj6Obpy8ushtuARmLacm8z9AMmU7OF3qbL92c98WneyRes3fjLXp081Ki/pubhtml/sheet?headers=false&gid=0,57572,93273,2/22/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/18/2019,2/19/2019,YouGov,B,868,rv,.12664862,0,44,54,43.317797,53.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hmqjebwbmx/tabs_Trump_Tweets_20190218.pdf,57553,93234,2/19/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/18/2019,2/20/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12178752,0,49,50,44.883095,50.605844,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57562,93254,2/21/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/17/2019,2/20/2019,American Research Group,B,998,rv,1.3090837,0,44,53,46.796894,49.719612,"","",https://americanresearchgroup.com/economy/,57563,103051,9/23/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/18/2019,2/21/2019,HarrisX,C,3007,rv,0,0,44,56,40.935537,54.647356,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ4XVmKNMIFA4eoabvWSFrdmc8jBqaYPp50XK_fWuao91rnz5X6H2L-ZRvL4Fi-nZ4W4QLOZDSuAqZJ/pubhtml/sheet?headers=false&gid=0,57565,93262,2/21/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/17/2019,2/23/2019,Ipsos,B-,2827,rv,.12007817,0,42.6,54.8,42.975783,52.730185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57588,93322,2/26/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/19/2019,2/20/2019,Harris Poll,C,1792,rv,.12322157,0,45,55,41.935537,53.647356,"","",https://harvardharrispoll.com/wp-content/uploads/2019/02/HHP_Feb2019_RV_topline.pdf,57583,93299,2/26/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/19/2019,2/21/2019,YouGov,B,782,rv,.11470658,0,44,53,43.317797,52.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2yikom4x4j/tabs_Trump_Tweets_20190219.pdf,57561,93253,2/21/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/19/2019,2/21/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.12202314,0,49,49,44.883095,49.605844,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57567,93266,2/22/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/18/2019,2/24/2019,Ipsos,B-,2848,rv,.12016721,0,41.9,55.5,42.275783,53.430185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57587,93321,2/26/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/19/2019,2/22/2019,HarrisX,C,3005,rv,.05271889,0,47,53,43.935537,51.647356,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vQZOvM0pUuRWlB87EAJrAZo43-rjmqV2ErgVhqahEFxaocpqPMOmKkLb9qOng_d5WGKfpRMWh_7re9R/pubhtml/sheet?headers=false&gid=0,57570,93271,2/22/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/20/2019,2/22/2019,YouGov,B,870,rv,.12824008,0,45,54,44.317797,53.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xcfxydj8xj/tabs_Trump_Tweets_20190220.pdf,57566,93264,2/22/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/20/2019,2/24/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.07328493,0,49,49,44.883095,49.605844,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57577,93291,2/25/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/21/2019,2/22/2019,YouGov,B,797,rv,.11747311,0,45,53,44.317797,52.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tv1uhq77sa/tabs_Trump_Tweets_20190221.pdf,57573,93275,2/22/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/20/2019,2/23/2019,HarrisX,C,3000,rv,.05375103,0,46,54,42.935537,52.647356,"",T,https://scottrasmussen.com/toplines/,57584,93302,2/26/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/19/2019,2/25/2019,Ipsos,B-,2868,rv,.12048443,0,42.1,54.9,42.475783,52.830185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57586,93320,2/26/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/21/2019,2/25/2019,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.21858678,0,49,50,44.883095,50.605844,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,57582,93298,2/26/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/22/2019,2/23/2019,D-CYFOR,"",1000,rv,1.1825671,0,43,51,43.075851,51.500979,"","",https://projects.fivethirtyeight.com/polls/20190301_US.pdf,57608,93384,3/1/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/21/2019,2/24/2019,HarrisX,C,3000,rv,.05489503,0,45,55,41.935537,53.647356,"",T,https://scottrasmussen.com/toplines/,57585,93303,2/26/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/22/2019,2/24/2019,Morning Consult,B/C,1994,rv,.52094256,0,42,54,41.612285,53.931905,"","",https://morningconsult.com/wp-content/uploads/2019/02/190245_crosstabs_POLITICO_RVs_v1_ML.pdf,57593,93335,2/26/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/22/2019,2/23/2019,YouGov,B,806,rv,.1181268,0,44,53,43.317797,52.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/c9aa36rl7z/tabs_Trump_Tweets_20190222.pdf,57575,93288,2/24/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/20/2019,2/26/2019,Ipsos,B-,2862,rv,.1199982,0,41.9,55.3,42.275783,53.230185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57599,93450,3/5/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/22/2019,2/25/2019,HarrisX,C,3003,rv,.05529138,0,44,56,40.935537,54.647356,"",T,https://docs.google.com/spreadsheets/d/e/2PACX-1vSDnMBqt7NpMvZqgmAsbQEZCG0GvRcQ2rgzjckgsjemLh8du0qwQCdP7QXbfXXiDyyc9xFdrm7C89iX/pubhtml/sheet?headers=false&gid=0,57578,93292,2/25/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/23/2019,2/24/2019,YouGov,B,821,rv,.11965272,0,46,53,45.317797,52.395382,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yrdc4hwac5/tabs_Trump_Tweets_20190223.pdf,57576,93290,2/25/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/21/2019,2/27/2019,Ipsos,B-,2860,rv,.11994749,0,42.5,54.7,42.875783,52.630185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57633,93449,3/5/2019,18:12:10 18 Jun 2020
Donald Trump,Voters,6/18/2020,2/22/2019,2/28/2019,Ipsos,B-,3173,rv,.13337661,0,42.1,55,42.475783,52.930185,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/filters/PD1:1,57632,93448,3/5/2019,18:12:10 18 Jun 2020
